,dice,hd95,avd,recall,f1,model_name
0,0.6682084,3.0,10.627737,0.78571427,0.4787565,dice_factor1.75
1,0.677607,3.0,3.3496733,0.71428573,0.5804749,dice_factor1.75
2,0.7108688,6.348126,0.7162262,0.7586207,0.6477916,dice_factor1.75
3,0.8065027,1.4142135,13.511979,0.74358976,0.6441581,dice_factor1.75
4,0.6570481,3.5914063,27.022375,0.83928573,0.8191721,dice_factor1.75
5,0.65257967,7.694056,7.882273,0.7692308,0.5239386,dice_factor1.75
6,0.76031214,6.7749176,6.56304,0.85365856,0.53523934,dice_factor1.75
7,0.48808607,9.3538,59.275284,0.26804122,0.41306266,dice_factor1.75
8,0.6798102,9.433981,42.676353,0.5731707,0.4784027,dice_factor1.75
9,0.5861325,9.909571,32.90422,0.51282054,0.6380368,dice_factor1.75
10,0.7981539,1.4142135,18.464312,0.7966102,0.80535096,dice_factor1.75
11,0.8298528,2.236068,14.008278,0.6923077,0.6979592,dice_factor1.75
12,0.7780279,2.236068,15.780197,0.78125,0.76404047,dice_factor1.75
13,0.6894476,3.3166249,40.632053,0.5263158,0.65217394,dice_factor1.75
14,0.92948973,1.4142135,4.1614065,0.7777778,0.6086956,dice_factor1.75
15,0.7427367,12.206555,44.407654,0.9,0.23541248,dice_factor1.75
16,0.73327005,5.0,21.893492,0.5555556,0.64139944,dice_factor1.75
17,0.5638629,9.055386,57.227577,0.34042552,0.4866282,dice_factor1.75
18,0.7185682,2.879899,11.2331085,0.78571427,0.6390042,dice_factor1.75
19,0.22090438,16.343191,233.76205,0.31914893,0.3299293,dice_factor1.75
20,0.72252744,2.236068,21.459227,0.6666667,0.5194805,dice_factor1.75
21,0.66549295,6.4031243,5.8949165,0.40983605,0.51167256,dice_factor1.75
22,0.7274668,3.3166249,17.449665,0.6935484,0.71666664,dice_factor1.75
23,0.41899917,25.942244,127.5,0.53846157,0.20289855,dice_factor1.75
24,0.77440006,5.0,32.286076,0.1875,0.31041813,dice_factor1.75
25,0.79221845,4.1231055,16.491468,0.2682927,0.39931935,dice_factor1.75
26,0.7256282,5.0,20.624474,0.49275362,0.6242528,dice_factor1.75
27,0.50754684,6.4031243,49.91287,0.26190478,0.38054055,dice_factor1.75
28,0.79944205,2.0,20.820429,0.63529414,0.6506024,dice_factor1.75
29,0.61035514,11.224972,30.704441,0.18181819,0.24742268,dice_factor1.75
30,0.76831025,6.78233,16.093534,0.21818182,0.32307693,dice_factor1.75
31,0.7659438,1.7320508,20.276173,0.6086956,0.64122134,dice_factor1.75
32,0.42189282,11.381983,28.375734,0.3255814,0.4057971,dice_factor1.75
33,0.53633016,5.7445626,7.998512,0.5520833,0.5615894,dice_factor1.75
34,0.6896387,2.4494898,17.599583,0.37777779,0.4463895,dice_factor1.75
