,dice,hd95,avd,recall,f1,model_name
0,0.6710508,2.236068,8.671533,0.78571427,0.5829847,early_stop60_lr2e-4
1,0.66036075,8.185352,14.297385,0.71428573,0.59585494,early_stop60_lr2e-4
2,0.6991376,5.0,3.3341565,0.6896552,0.5797101,early_stop60_lr2e-4
3,0.7819604,2.0,14.193255,0.64102566,0.55266577,early_stop60_lr2e-4
4,0.6186177,4.582576,6.167527,0.8214286,0.80113405,early_stop60_lr2e-4
5,0.62956524,9.273619,13.971583,0.71794873,0.54901963,early_stop60_lr2e-4
6,0.75,5.3851647,8.043425,0.6097561,0.5157171,early_stop60_lr2e-4
7,0.5108489,8.602325,57.923203,0.185567,0.30769232,early_stop60_lr2e-4
8,0.70657575,7.3484693,29.947746,0.5243902,0.4745331,early_stop60_lr2e-4
9,0.5658317,10.30532,39.649845,0.41880342,0.56779945,early_stop60_lr2e-4
10,0.80113345,1.4142135,12.864567,0.8135593,0.8051307,early_stop60_lr2e-4
11,0.8191126,3.0,13.435212,0.7307692,0.7755102,early_stop60_lr2e-4
12,0.77078485,2.828427,3.9606013,0.75,0.74693877,early_stop60_lr2e-4
13,0.6778583,3.3239987,40.32167,0.47368422,0.6101695,early_stop60_lr2e-4
14,0.9218246,1.4142135,5.1118364,0.7777778,0.6819484,early_stop60_lr2e-4
15,0.6866766,12.056103,70.89772,0.95,0.274597,early_stop60_lr2e-4
16,0.74532104,2.828427,21.597633,0.5555556,0.6481481,early_stop60_lr2e-4
17,0.53544974,9.224952,59.89622,0.31914893,0.45454547,early_stop60_lr2e-4
18,0.68479264,5.3265457,16.722973,0.6904762,0.69994515,early_stop60_lr2e-4
19,0.24143556,14.491377,194.21222,0.25531915,0.2713258,early_stop60_lr2e-4
20,0.6991733,3.0,18.301655,0.6666667,0.5714286,early_stop60_lr2e-4
21,0.6521364,6.164414,2.0504057,0.27868852,0.3828045,early_stop60_lr2e-4
22,0.7171228,5.91608,21.216713,0.66129035,0.693412,early_stop60_lr2e-4
23,0.43989316,26.324894,111.94444,0.53846157,0.27184466,early_stop60_lr2e-4
24,0.78175884,5.196152,29.21177,0.16071428,0.2725208,early_stop60_lr2e-4
25,0.7804933,4.2426405,18.457338,0.24390244,0.37016264,early_stop60_lr2e-4
26,0.7271075,7.0,23.157572,0.39130434,0.542595,early_stop60_lr2e-4
27,0.49881235,7.2697587,53.273586,0.22619048,0.34358048,early_stop60_lr2e-4
28,0.80868983,2.0,14.175496,0.5647059,0.62076837,early_stop60_lr2e-4
29,0.6072194,10.677078,32.27412,0.16883117,0.22033899,early_stop60_lr2e-4
30,0.7746873,8.927341,14.739181,0.2,0.30674848,early_stop60_lr2e-4
31,0.7549453,1.7320508,32.929405,0.5942029,0.6102172,early_stop60_lr2e-4
32,0.32,15.645976,9.197652,0.27906978,0.36413792,early_stop60_lr2e-4
33,0.54863733,7.046194,12.983631,0.45833334,0.5385417,early_stop60_lr2e-4
34,0.6803653,2.236068,16.662327,0.37777779,0.42279792,early_stop60_lr2e-4
