,dice,hd95,avd,recall,f1,model_name
0,0.6915751,3.0,0.729927,0.78571427,0.653125,eslice_retention0.9
1,0.67884,3.0,9.844771,0.71428573,0.5882353,eslice_retention0.9
2,0.7325686,4.141036,8.3724375,0.7241379,0.7296734,eslice_retention0.9
3,0.81344944,1.4142135,10.889066,0.64102566,0.6480218,eslice_retention0.9
4,0.6675131,4.2426405,19.248423,0.78571427,0.83809525,eslice_retention0.9
5,0.64892066,10.29563,8.423545,0.71794873,0.48766327,eslice_retention0.9
6,0.7606487,6.4031243,0.80598736,0.58536583,0.5264207,eslice_retention0.9
7,0.46847567,10.839717,64.46728,0.16494845,0.281652,eslice_retention0.9
8,0.68889666,8.602325,33.834095,0.5243902,0.54493916,eslice_retention0.9
9,0.5627031,10.825879,41.503605,0.41880342,0.54444444,eslice_retention0.9
10,0.81389266,1.4142135,13.426662,0.7627119,0.8140192,eslice_retention0.9
11,0.8294453,3.6055512,15.759313,0.7307692,0.75354105,eslice_retention0.9
12,0.7863894,2.236068,2.5505443,0.8229167,0.8205424,eslice_retention0.9
13,0.70225215,5.0990195,40.886005,0.45614034,0.608632,eslice_retention0.9
14,0.9253413,1.4142135,1.1004978,0.7777778,0.6666667,eslice_retention0.9
15,0.722365,9.156943,57.615894,0.95,0.28670922,eslice_retention0.9
16,0.7273594,7.2111025,22.654268,0.4814815,0.60115606,eslice_retention0.9
17,0.5509934,9.273619,60.081543,0.29787233,0.45074052,eslice_retention0.9
18,0.74406093,5.0990195,11.570946,0.6904762,0.7152815,eslice_retention0.9
19,0.25160697,15.394804,150.16077,0.27659574,0.3159722,eslice_retention0.9
20,0.7505452,3.1622777,17.25935,0.53846157,0.55648535,eslice_retention0.9
21,0.69489247,5.656854,9.31226,0.32786885,0.46189377,eslice_retention0.9
22,0.7289187,7.1343923,25.416758,0.58064514,0.70734227,eslice_retention0.9
23,0.4831569,24.166092,88.611115,0.53846157,0.31460676,eslice_retention0.9
24,0.8050488,5.0990195,26.157999,0.16517857,0.28046647,eslice_retention0.9
25,0.78623295,4.0,11.986348,0.20731707,0.3359898,eslice_retention0.9
26,0.73490816,6.78233,25.055483,0.35507247,0.49234062,eslice_retention0.9
27,0.5256139,6.4807405,46.925568,0.20238096,0.3153989,eslice_retention0.9
28,0.81736994,2.236068,18.701439,0.5647059,0.6300518,eslice_retention0.9
29,0.62299556,11.357817,24.425728,0.18181819,0.26666668,eslice_retention0.9
30,0.77408713,5.3851647,13.966776,0.21818182,0.34620753,eslice_retention0.9
31,0.7673504,1.4142135,32.873043,0.6231884,0.71666664,eslice_retention0.9
32,0.4625,29.080921,43.444225,0.25581396,0.37931034,eslice_retention0.9
33,0.5362019,6.106869,20.16369,0.46875,0.5417892,eslice_retention0.9
34,0.69298667,2.4494898,18.276491,0.31111112,0.420191,eslice_retention0.9
