,dice,hd95,avd,recall,f1,model_name
0,0.6710642,2.4494898,0.81751823,0.78571427,0.6111111,landonia_early_stop30_lr2e-4
1,0.68273443,6.696961,13.562092,0.62857145,0.6139535,landonia_early_stop30_lr2e-4
2,0.7080989,4.1231055,11.237343,0.55172414,0.5841785,landonia_early_stop30_lr2e-4
3,0.7841188,1.7320508,19.541273,0.53846157,0.574359,landonia_early_stop30_lr2e-4
4,0.6434247,4.1231055,23.09237,0.78571427,0.78571427,landonia_early_stop30_lr2e-4
5,0.63433355,8.062258,6.0893097,0.6666667,0.5405405,landonia_early_stop30_lr2e-4
6,0.7470094,6.4031243,3.5035777,0.5365854,0.52615845,landonia_early_stop30_lr2e-4
7,0.44644317,14.177447,67.71228,0.16494845,0.28145316,landonia_early_stop30_lr2e-4
8,0.65482837,9.115906,41.38635,0.5,0.51428574,landonia_early_stop30_lr2e-4
9,0.52385855,10.314965,50.0,0.37606838,0.5346559,landonia_early_stop30_lr2e-4
10,0.8030129,1.4142135,15.547778,0.7457627,0.74787533,landonia_early_stop30_lr2e-4
11,0.8141026,3.6055512,21.203438,0.6923077,0.77300614,landonia_early_stop30_lr2e-4
12,0.77676666,3.0,15.427683,0.7083333,0.7195767,landonia_early_stop30_lr2e-4
13,0.6566618,5.91608,45.82393,0.36842105,0.52434456,landonia_early_stop30_lr2e-4
14,0.91332024,1.4142135,9.530502,0.7222222,0.64929426,landonia_early_stop30_lr2e-4
15,0.7117273,12.05403,54.746136,0.95,0.32628798,landonia_early_stop30_lr2e-4
16,0.72046953,6.7675047,27.17667,0.4814815,0.6147427,landonia_early_stop30_lr2e-4
17,0.5281292,9.899495,62.305412,0.27659574,0.42235216,landonia_early_stop30_lr2e-4
18,0.6421725,9.486833,41.385136,0.5,0.61290324,landonia_early_stop30_lr2e-4
19,0.24577026,14.6969385,161.09325,0.27659574,0.31013918,landonia_early_stop30_lr2e-4
20,0.70684445,3.0,27.55978,0.5641026,0.56774193,landonia_early_stop30_lr2e-4
21,0.6618638,7.0390873,16.189663,0.27868852,0.3949115,landonia_early_stop30_lr2e-4
22,0.7104867,9.0,27.40853,0.516129,0.5925926,landonia_early_stop30_lr2e-4
23,0.47467166,22.759613,96.111115,0.53846157,0.35146442,landonia_early_stop30_lr2e-4
24,0.7679134,5.3851647,32.47382,0.15178572,0.26241317,landonia_early_stop30_lr2e-4
25,0.76823187,5.0990195,23.37884,0.19512194,0.31019387,landonia_early_stop30_lr2e-4
26,0.71164536,6.4807405,30.649729,0.34057972,0.48833007,landonia_early_stop30_lr2e-4
27,0.46280694,7.28011,61.11526,0.21428572,0.34215885,landonia_early_stop30_lr2e-4
28,0.7887811,2.828427,24.102146,0.5882353,0.65080136,landonia_early_stop30_lr2e-4
29,0.64206773,5.7445626,14.777948,0.16883117,0.24577987,landonia_early_stop30_lr2e-4
30,0.76472646,7.867632,18.580044,0.17272727,0.27065527,landonia_early_stop30_lr2e-4
31,0.7486525,1.7320508,27.434128,0.5652174,0.63106793,landonia_early_stop30_lr2e-4
32,0.3567447,23.82457,24.46184,0.23255815,0.3119584,landonia_early_stop30_lr2e-4
33,0.54810995,7.071068,26.785715,0.44791666,0.5608696,landonia_early_stop30_lr2e-4
34,0.67953575,2.828427,13.095548,0.37777779,0.5057208,landonia_early_stop30_lr2e-4
