,dice,hd95,avd,recall,f1,model_name
0,0.6816984,2.236068,0.5839416,0.75,0.5504587,stepdecay50_lr0.01_es100
1,0.68603677,5.0,4.5751634,0.74285716,0.6219449,stepdecay50_lr0.01_es100
2,0.7192192,5.281208,2.6179304,0.7241379,0.6800518,stepdecay50_lr0.01_es100
3,0.8095789,1.7320508,3.701601,0.7692308,0.66225165,stepdecay50_lr0.01_es100
4,0.6729467,2.4494898,5.1061387,0.85714287,0.7688022,stepdecay50_lr0.01_es100
5,0.6447685,9.110434,11.129906,0.7692308,0.56497175,stepdecay50_lr0.01_es100
6,0.77827823,4.358899,4.630315,0.63414633,0.54315555,stepdecay50_lr0.01_es100
7,0.4972805,12.328828,60.789616,0.2371134,0.38130325,stepdecay50_lr0.01_es100
8,0.68396753,8.944272,47.59961,0.6219512,0.5074627,stepdecay50_lr0.01_es100
9,0.6485856,8.602325,23.429455,0.51282054,0.6290281,stepdecay50_lr0.01_es100
10,0.80627733,1.4142135,15.505356,0.7966102,0.8079766,stepdecay50_lr0.01_es100
11,0.82584924,3.0,7.8637376,0.7307692,0.6785714,stepdecay50_lr0.01_es100
12,0.7884833,2.236068,7.703473,0.8125,0.79656863,stepdecay50_lr0.01_es100
13,0.7467249,3.7416575,31.997744,0.5263158,0.6451613,stepdecay50_lr0.01_es100
14,0.9325427,1.4142135,0.04049451,0.8333333,0.6976744,stepdecay50_lr0.01_es100
15,0.65914047,11.357817,86.791756,0.95,0.17565486,stepdecay50_lr0.01_es100
16,0.74266946,6.4031243,19.822485,0.5555556,0.63492066,stepdecay50_lr0.01_es100
17,0.59118855,8.848585,55.30022,0.34042552,0.49575213,stepdecay50_lr0.01_es100
18,0.74799645,2.8884776,10.304054,0.7619048,0.7373272,stepdecay50_lr0.01_es100
19,0.23424879,14.746177,198.07074,0.27659574,0.32098764,stepdecay50_lr0.01_es100
20,0.7336827,2.828427,6.958921,0.6666667,0.5633803,stepdecay50_lr0.01_es100
21,0.69338757,5.813674,9.9530115,0.37704918,0.5050676,stepdecay50_lr0.01_es100
22,0.7348859,3.1622777,11.279498,0.7580645,0.76975816,stepdecay50_lr0.01_es100
23,0.44039735,24.224985,135.55556,0.53846157,0.22580644,stepdecay50_lr0.01_es100
24,0.8175538,4.358899,22.925283,0.20089285,0.32846716,stepdecay50_lr0.01_es100
25,0.78887874,3.1622777,5.556314,0.29268292,0.40281537,stepdecay50_lr0.01_es100
26,0.7534976,5.3851647,14.563404,0.4347826,0.5714286,stepdecay50_lr0.01_es100
27,0.53459626,6.164414,44.93403,0.27380952,0.38697422,stepdecay50_lr0.01_es100
28,0.8297231,1.7320508,10.622113,0.62352943,0.66728586,stepdecay50_lr0.01_es100
29,0.6044894,6.348126,42.18989,0.20779221,0.26740947,stepdecay50_lr0.01_es100
30,0.78166306,5.0990195,10.274045,0.24545455,0.3710669,stepdecay50_lr0.01_es100
31,0.7420644,1.7320508,46.80851,0.6956522,0.6836894,stepdecay50_lr0.01_es100
32,0.4335512,16.777822,20.352251,0.37209302,0.44114527,stepdecay50_lr0.01_es100
33,0.56768394,6.78233,1.3020834,0.5208333,0.56497175,stepdecay50_lr0.01_es100
34,0.6963762,2.828427,21.99948,0.4,0.47311828,stepdecay50_lr0.01_es100
