,gt_vols,best_dice_ss2,best_avd_ss2,best_dice_dsorted_ss2,GED^2_ss2,sUEO_ss2,best_dice_ss3,best_avd_ss3,best_dice_dsorted_ss3,GED^2_ss3,sUEO_ss3,best_dice_ss5,best_avd_ss5,best_dice_dsorted_ss5,GED^2_ss5,sUEO_ss5,best_dice_ss7,best_avd_ss7,best_dice_dsorted_ss7,GED^2_ss7,sUEO_ss7,best_dice_ss10,best_avd_ss10,best_dice_dsorted_ss10,GED^2_ss10,sUEO_ss10,best_dice_ss15,best_avd_ss15,best_dice_dsorted_ss15,GED^2_ss15,sUEO_ss15,best_dice_ss20,best_avd_ss20,best_dice_dsorted_ss20,GED^2_ss20,sUEO_ss20,best_dice_ss25,best_avd_ss25,best_dice_dsorted_ss25,GED^2_ss25,sUEO_ss25,model_name
0,3986.0,0.6702564,14.325137,0.7264325618743896,0.5937415,0.442577,0.68078667,13.748118,0.7229774594306946,0.68167907,0.45305064,0.69155675,4.4656296,0.7413551211357117,0.69091946,0.4497958,0.6836528,1.8314099,0.7338618636131287,0.70123523,0.45316902,0.68296725,0.40140492,0.7493472695350647,0.7129844,0.4496983,0.691796,1.3296539,0.7574588656425476,0.7236676,0.4561214,0.69154686,1.8063221,0.760236918926239,0.7371631,0.45214337,0.69354427,0.90316105,0.7646594643592834,0.7298251,0.4534836,ssn_ens0_cv2
1,1648.0,0.51440424,63.288837,0.5144796371459961,1.0136378,0.4798869,0.46385685,57.706306,0.5198869705200195,1.0965357,0.4579288,0.4977589,57.220875,0.5137782096862793,1.1493057,0.4585518,0.4775641,39.441746,0.5341918468475342,1.1302481,0.47587934,0.49335304,46.48058,0.5465924739837646,1.157678,0.46775734,0.4920421,24.939322,0.5578747391700745,1.1405121,0.47646853,0.4880771,24.211164,0.5527950525283813,1.1517283,0.47234383,0.50158733,27.366505,0.5626686215400696,1.1580802,0.47058722,ssn_ens0_cv2
2,5864.0,0.7790687,7.7251024,0.7961094975471497,0.49028087,0.502649,0.78272206,3.7858117,0.8077482581138611,0.55005014,0.50518215,0.7874192,2.0975442,0.8136956691741943,0.5931255,0.49745002,0.7956558,4.126876,0.8318992257118225,0.5820754,0.5057991,0.8001726,2.4386084,0.8339802622795105,0.59090376,0.50620985,0.7943313,1.978172,0.8463377952575684,0.5802895,0.5070088,0.7946467,0.051159617,0.84734708070755,0.56905437,0.50730944,0.7867512,0.15347885,0.8517377972602844,0.5948251,0.50251997,ssn_ens0_cv2
3,5861.0,0.78397363,3.2588296,0.8169116377830505,0.48108333,0.45296127,0.78725195,2.900529,0.8196245431900024,0.5115442,0.45659816,0.78242886,6.244668,0.8251985311508179,0.5443065,0.45601988,0.7811806,0.49479613,0.8381073474884033,0.526883,0.45505297,0.79614204,1.3990787,0.8342292904853821,0.54816765,0.456529,0.7913884,2.6787238,0.8399391770362854,0.5462775,0.45044315,0.7848011,0.4265484,0.8471864461898804,0.54819477,0.45349708,0.78277993,0.4265484,0.845743715763092,0.55346864,0.45170745,ssn_ens0_cv2
4,12240.0,0.6960854,27.818626,0.6995515823364258,0.70943034,0.4727271,0.7330395,20.204248,0.7392306923866272,0.69797677,0.5110195,0.72842616,18.415031,0.7386012673377991,0.75705206,0.50386673,0.7323769,16.070261,0.7431510090827942,0.7669785,0.50002855,0.7385718,13.055555,0.7535555362701416,0.7833326,0.49478054,0.740449,10.964052,0.7610388398170471,0.7950745,0.4920468,0.7592295,12.116013,0.7800866365432739,0.80262774,0.49739206,0.7693462,3.9460785,0.794876217842102,0.7930744,0.49879208,ssn_ens0_cv2
5,20444.0,0.8718209,7.288202,0.8781982064247131,0.34131092,0.50635433,0.867362,4.436509,0.8762291073799133,0.37830305,0.49820906,0.87983775,2.2060263,0.8892237544059753,0.37663633,0.52259535,0.8802928,0.84132266,0.8927391171455383,0.38387096,0.50564003,0.88427967,0.48914105,0.896144688129425,0.39164728,0.5094253,0.88306844,2.298963,0.8940169811248779,0.39348873,0.51166344,0.87969816,0.9391508,0.8975781202316284,0.39779454,0.5100567,0.88489884,0.10271963,0.9027422666549683,0.39523846,0.51233554,ssn_ens0_cv2
6,6033.0,0.6803454,9.232554,0.7255734801292419,0.57444453,0.494882,0.69175744,3.9118183,0.7232118844985962,0.6956038,0.5049291,0.7049733,1.6409748,0.7517778873443604,0.6598115,0.49967602,0.7061651,4.392508,0.76559978723526,0.69210625,0.50209606,0.7070673,0.36466104,0.7689951658248901,0.71527123,0.49947476,0.701461,0.43096304,0.7733265161514282,0.6947451,0.49628493,0.7127044,0.66302,0.7811700701713562,0.70290273,0.49870965,0.7112545,0.48068953,0.785905122756958,0.71135205,0.500117,ssn_ens0_cv2
7,5462.0,0.75512576,51.812523,0.7549774646759033,0.6450531,0.51387686,0.7571536,44.415966,0.7613095045089722,0.69228053,0.5050984,0.7684011,41.028927,0.7766873836517334,0.70696867,0.5073348,0.77208155,37.129257,0.7830416560173035,0.71374166,0.5088592,0.79323006,29.329916,0.8031864762306213,0.7157192,0.50877964,0.78493845,27.554008,0.8021849393844604,0.72169864,0.511109,0.7967156,20.743319,0.8134945631027222,0.72067183,0.5072144,0.7916461,22.66569,0.8108966946601868,0.7279799,0.50948036,ssn_ens0_cv2
8,381.0,0.120422095,645.66925,0.1259079873561859,1.5397534,0.47788006,0.13080771,534.3832,0.13306720554828644,1.5179548,0.4615717,0.1594454,405.77426,0.16652993857860565,1.4443417,0.48117816,0.16898793,365.3543,0.1846153885126114,1.4715096,0.4763676,0.16391899,357.21783,0.18230563402175903,1.4769888,0.46723977,0.18369453,308.6614,0.20029310882091522,1.4840449,0.47049937,0.19838524,255.1181,0.2213822901248932,1.478349,0.47440425,0.1822034,295.53806,0.20282788574695587,1.4864081,0.4749069,ssn_ens0_cv2
9,4850.0,0.7144698,24.0,0.7688348889350891,0.492195,0.4724929,0.74693954,3.0515463,0.7816255688667297,0.5909161,0.48877427,0.7338129,1.9793814,0.8082379102706909,0.5679441,0.47313634,0.750125,3.3402064,0.8088556528091431,0.58890235,0.48648527,0.74435574,3.484536,0.8147773146629333,0.5842432,0.48847112,0.7477249,0.371134,0.8189266920089722,0.6067,0.4865736,0.75903016,0.5154639,0.8224166035652161,0.59690255,0.48600242,0.75325733,0.8659794,0.8307754993438721,0.5994037,0.48758608,ssn_ens0_cv2
