,gt_vols,best_dice_ss2,best_avd_ss2,best_dice_dsorted_ss2,GED^2_ss2,sUEO_ss2,best_dice_ss3,best_avd_ss3,best_dice_dsorted_ss3,GED^2_ss3,sUEO_ss3,best_dice_ss5,best_avd_ss5,best_dice_dsorted_ss5,GED^2_ss5,sUEO_ss5,best_dice_ss7,best_avd_ss7,best_dice_dsorted_ss7,GED^2_ss7,sUEO_ss7,best_dice_ss10,best_avd_ss10,best_dice_dsorted_ss10,GED^2_ss10,sUEO_ss10,best_dice_ss15,best_avd_ss15,best_dice_dsorted_ss15,GED^2_ss15,sUEO_ss15,best_dice_ss20,best_avd_ss20,best_dice_dsorted_ss20,GED^2_ss20,sUEO_ss20,best_dice_ss25,best_avd_ss25,best_dice_dsorted_ss25,GED^2_ss25,sUEO_ss25,best_dice_ss30,best_avd_ss30,best_dice_dsorted_ss30,GED^2_ss30,sUEO_ss30,best_dice_ss35,best_avd_ss35,best_dice_dsorted_ss35,GED^2_ss35,sUEO_ss35,best_dice_ss40,best_avd_ss40,best_dice_dsorted_ss40,GED^2_ss40,sUEO_ss40,best_dice_ss45,best_avd_ss45,best_dice_dsorted_ss45,GED^2_ss45,sUEO_ss45,best_dice_ss50,best_avd_ss50,best_dice_dsorted_ss50,GED^2_ss50,sUEO_ss50,model_name
10,543.0,0.46027398,1.6574585,0.5127021074295044,0.8229039,0.38864833,0.5018382,0.36832413,0.5590682029724121,0.9576374,0.4074025,0.54529464,9.392265,0.5936651825904846,0.9311435,0.40601298,0.5240848,8.839779,0.6093063950538635,0.8971788,0.39782798,0.52108717,3.4990792,0.6148409843444824,0.9355068,0.40590602,0.5422842,1.8416206,0.6264840364456177,0.9453456,0.41223964,0.5367582,4.4198895,0.6400741934776306,0.9452232,0.4071116,0.51905626,2.946593,0.6468010544776917,0.9761638,0.4075739,0.5327189,0.18416207,0.6491862535476685,0.948974,0.4070635,0.543971,2.578269,0.653239905834198,0.9623101,0.40707523,0.5126286,3.1307552,0.6510791182518005,0.98445106,0.4117,0.5381944,0.5524862,0.6459143757820129,0.97345346,0.40819782,0.54207265,0.36832413,0.6412352323532104,0.96346354,0.40893608,ssn_ens0_cv0
11,8866.0,0.833658,2.6731334,0.8457155823707581,0.35950303,0.4463239,0.8347445,9.508233,0.8486133217811584,0.3638293,0.4344402,0.83628297,3.3047597,0.8537499904632568,0.40135553,0.41849592,0.84399325,0.022558086,0.8576755523681641,0.39650673,0.43357462,0.84069407,0.9474397,0.8605717420578003,0.3910587,0.43611127,0.84157574,0.766975,0.8594485521316528,0.39696828,0.4320976,0.84284216,1.0827882,0.8635331392288208,0.3986429,0.43370682,0.84629065,0.778254,0.8694905638694763,0.40355578,0.4314136,0.8468574,0.30453417,0.8657312393188477,0.40137044,0.43133503,0.8448973,0.30453417,0.8663944602012634,0.40346977,0.43351156,0.8480231,0.13534853,0.8671202063560486,0.39753693,0.43292055,0.8444035,0.022558086,0.8725411295890808,0.39997602,0.43311295,0.8442995,0.29325512,0.86529141664505,0.40293977,0.43471578,ssn_ens0_cv0
12,7121.0,0.8093189,10.72883,0.8427048325538635,0.30329156,0.4305102,0.834819,7.948322,0.8701483607292175,0.37147972,0.44205645,0.8393418,2.6681647,0.8796535730361938,0.38469216,0.4457804,0.8527031,0.5476759,0.8727476000785828,0.38852042,0.44623742,0.854592,0.66001964,0.8804005980491638,0.38924238,0.4459085,0.85667497,0.014042973,0.8869712948799133,0.38482097,0.45175102,0.85416096,0.84257823,0.8907138109207153,0.3920791,0.45060515,0.854473,0.32298836,0.8897317051887512,0.39037648,0.44657496,0.86156017,1.0532228,0.8909473419189453,0.3934912,0.44982967,0.85977274,0.51958996,0.8923962116241455,0.39112228,0.44958532,0.85878074,0.43533212,0.896050751209259,0.39133653,0.44449064,0.8635117,0.2949024,0.8958865404129028,0.3890076,0.44521365,0.86014915,0.08425783,0.8949745893478394,0.3902356,0.44541645,ssn_ens0_cv0
13,25122.0,0.82129705,4.3268847,0.8306237459182739,0.3970582,0.45656314,0.8152738,6.197755,0.8321620225906372,0.44891396,0.463046,0.8215595,1.2618423,0.8431216478347778,0.47185823,0.4685232,0.8264585,2.2768888,0.8429616689682007,0.47036123,0.4674758,0.82489455,0.37417403,0.8444263339042664,0.47680464,0.46353167,0.8351245,0.52941644,0.8565947413444519,0.47141093,0.4704048,0.82602155,1.0588329,0.8531734943389893,0.4813325,0.46890202,0.8265039,0.7762121,0.8559079766273499,0.474825,0.47387293,0.8250182,0.5493193,0.8508469462394714,0.48104602,0.46502852,0.8266112,0.111456096,0.8558184504508972,0.4779096,0.47003698,0.82595956,0.27465966,0.8562686443328857,0.47676715,0.46822342,0.8278711,0.13533954,0.8592092990875244,0.47689453,0.47269613,0.82782197,0.2547568,0.8545893430709839,0.47857603,0.46854413,ssn_ens0_cv0
14,10546.0,0.7964586,9.918453,0.7967386841773987,0.48305863,0.4871183,0.7928068,7.225488,0.7995253205299377,0.523857,0.48004347,0.79614544,4.883368,0.8036335110664368,0.5565433,0.4805346,0.79953897,0.91029775,0.8128018975257874,0.5404509,0.48997417,0.79836315,4.5514884,0.8156510591506958,0.5479027,0.48829013,0.80454177,1.2421771,0.8211422562599182,0.54598236,0.4882586,0.8085939,1.8869712,0.8199681043624878,0.5518529,0.48423794,0.80749446,1.0714962,0.8225143551826477,0.5584109,0.48827967,0.8063307,0.3982553,0.8235023617744446,0.54952586,0.48780948,0.8056003,1.3938935,0.8235945105552673,0.5513079,0.4864759,0.80307233,1.1189076,0.8249931335449219,0.5498253,0.4901007,0.80720705,0.777546,0.8227625489234924,0.5474581,0.4868197,0.8063583,0.2086099,0.8252637386322021,0.5527958,0.48995557,ssn_ens0_cv0
15,317.0,0.25224373,467.82336,0.2521463930606842,1.2003742,0.42939505,0.25365853,446.68768,0.2577519416809082,1.3123853,0.42845675,0.28444445,367.82333,0.28844115138053894,1.3028015,0.41706038,0.3116883,310.09464,0.31385642290115356,1.2929443,0.41158736,0.29805353,318.61197,0.3120567500591278,1.3490281,0.4307612,0.3255814,261.19873,0.34725847840309143,1.3320026,0.429131,0.3270963,255.20506,0.3491239547729492,1.3398857,0.42998305,0.36254683,221.13564,0.380952388048172,1.3373104,0.4262934,0.34876543,208.83281,0.37963637709617615,1.3393536,0.42886528,0.3553719,181.70348,0.4052388370037079,1.3439825,0.43121555,0.3476899,202.83911,0.37888649106025696,1.3525156,0.4300363,0.40841368,159.9369,0.42462509870529175,1.3320274,0.43044126,0.3516295,167.82333,0.39269405603408813,1.349862,0.43130276,ssn_ens0_cv0
16,9040.0,0.773709,13.573009,0.7633789777755737,0.5309664,0.4685619,0.76720077,11.261062,0.7670111656188965,0.6022814,0.47847918,0.7674758,4.6128316,0.7710559964179993,0.62887394,0.47294232,0.780274,1.8805311,0.7721690535545349,0.62451464,0.47644976,0.7772969,1.9137168,0.770974338054657,0.6459139,0.4778074,0.78123045,3.0530975,0.7799236178398132,0.63554734,0.4750104,0.77917874,1.7256638,0.7804641127586365,0.6403483,0.47614935,0.78220266,2.0464602,0.777742862701416,0.653258,0.47047758,0.7816404,3.6504426,0.7853924632072449,0.6485038,0.4755763,0.7868137,0.44247788,0.7792277336120605,0.64382774,0.47461417,0.785903,1.4048672,0.783470869064331,0.65178955,0.47694382,0.78502953,0.67477876,0.7802070379257202,0.6532258,0.4743492,0.7869132,0.30973452,0.7908113598823547,0.65522695,0.47600615,ssn_ens0_cv0
17,11163.0,0.82170296,23.88247,0.8223652839660645,0.4743899,0.4523471,0.83087057,17.638628,0.8324084281921387,0.48463595,0.4606236,0.828314,8.814835,0.8415122628211975,0.4949282,0.4633126,0.8350052,13.42829,0.8424421548843384,0.52599233,0.46196303,0.83421,9.486697,0.8429581522941589,0.531095,0.46693936,0.842318,3.896802,0.8511285781860352,0.5238195,0.4642666,0.8425889,2.768073,0.8543722629547119,0.522781,0.46639743,0.8411725,0.17020513,0.8548115491867065,0.5211003,0.46540084,0.8462506,0.42103374,0.8611809611320496,0.5257213,0.46568373,0.84246486,3.574308,0.8611242771148682,0.521329,0.4641615,0.8458896,0.8331094,0.867063045501709,0.52214247,0.46418446,0.84554845,3.0995252,0.8626466393470764,0.5255399,0.46480784,0.8511915,2.9920273,0.8646679520606995,0.52296764,0.46419874,ssn_ens0_cv0
18,14958.0,0.7905869,7.6681376,0.7937866449356079,0.4829203,0.47356388,0.80142534,6.377858,0.7944217920303345,0.52879417,0.47308108,0.8091548,3.5967376,0.8125039935112,0.5437968,0.48324496,0.80065274,0.7487632,0.8104758858680725,0.5546831,0.4792094,0.8061064,3.6368496,0.8041126132011414,0.5427102,0.4758412,0.8044653,2.025672,0.8086473941802979,0.5597029,0.48144463,0.8070232,2.3465705,0.8061388731002808,0.5598206,0.48240194,0.8133271,0.053483084,0.8106467127799988,0.5641975,0.48061708,0.81163645,1.7716272,0.803912341594696,0.56716204,0.47931233,0.8100923,1.1298301,0.8116617798805237,0.56348413,0.47904226,0.8086311,1.5510095,0.8086358308792114,0.56467843,0.4789999,0.8094039,0.0467977,0.8030955791473389,0.5649202,0.47877246,0.80928993,1.1498864,0.8096274733543396,0.56633526,0.4804607,ssn_ens0_cv0
19,981.0,0.43812317,147.60449,0.4444444477558136,0.98288053,0.42613482,0.44927537,137.61469,0.4417876601219177,1.1012948,0.44409305,0.48280296,117.12538,0.5023342967033386,1.1244329,0.42935,0.5057941,99.08257,0.5080282688140869,1.154372,0.44307366,0.52666914,73.29256,0.5335215330123901,1.1156032,0.43348077,0.55281967,56.676857,0.5640449523925781,1.1250045,0.43400759,0.5734323,47.094803,0.5595547556877136,1.1176561,0.4366393,0.5301961,59.938835,0.5573419332504272,1.167502,0.4367719,0.56633663,57.390415,0.5203909873962402,1.1625136,0.4348345,0.5547805,48.41998,0.5759999752044678,1.1514758,0.43656388,0.58015907,43.52701,0.5596465468406677,1.1581339,0.438345,0.58528286,39.653416,0.566443920135498,1.1650064,0.44198227,0.57793045,37.410805,0.5907668471336365,1.1474793,0.44003785,ssn_ens0_cv0
20,1171.0,0.5245383,123.655,0.5116756558418274,0.8817755,0.40295926,0.52659154,125.96072,0.489608496427536,1.0324973,0.41312358,0.56375,73.270706,0.5222101807594299,0.981381,0.41108707,0.5776918,64.901794,0.5616641640663147,1.0034856,0.40913785,0.58994263,53.0316,0.567915678024292,1.0112017,0.4149936,0.6150018,40.222034,0.5941475629806519,1.0004336,0.41675943,0.6124059,38.1725,0.6098883748054504,1.0320146,0.41782504,0.59378135,22.11785,0.5919803977012634,1.0209652,0.40957993,0.62071455,36.635353,0.5814598202705383,1.0265021,0.4132506,0.6258291,18.872759,0.6134809255599976,1.0103645,0.41575307,0.62857145,4.6114435,0.6302100419998169,1.0136448,0.41505423,0.6447921,23.82579,0.6064388751983643,1.0240208,0.41475472,0.6361165,19.897524,0.6189376711845398,1.0252482,0.41541186,ssn_ens0_cv0
21,626.0,0.35862693,153.67413,0.34684497117996216,1.0747472,0.41400808,0.3562368,102.23643,0.35230085253715515,1.1180445,0.39187047,0.3809524,98.5623,0.3774988353252411,1.1825496,0.41741008,0.39805827,63.258785,0.40997231006622314,1.1564112,0.399721,0.39974537,50.958466,0.38734421133995056,1.1701338,0.4034887,0.39864406,35.623,0.3582342863082886,1.1815526,0.40786046,0.42801556,46.32588,0.3782261908054352,1.2188376,0.4103449,0.41731724,25.079874,0.396498441696167,1.1864103,0.39799634,0.43439585,15.495208,0.38964706659317017,1.1800114,0.40627915,0.43669447,10.702875,0.4162940979003906,1.1890697,0.40766227,0.4152249,4.632588,0.3817351460456848,1.1935743,0.40762585,0.4541895,3.9936104,0.4120819866657257,1.1813517,0.40698615,0.44252872,22.364218,0.42197802662849426,1.1943245,0.4079105,ssn_ens0_cv0
22,292.0,0.16622517,834.2465,0.15342631936073303,1.2537694,0.48870617,0.160555,836.6438,0.1605263203382492,1.408571,0.4922189,0.18655266,681.16437,0.18558281660079956,1.4185977,0.5042661,0.19384974,679.7945,0.19384974241256714,1.4327275,0.48291752,0.22383985,552.73975,0.2215302437543869,1.4292349,0.49294552,0.21967526,517.1233,0.2247191071510315,1.4451317,0.49612603,0.23248573,459.93152,0.24181360006332397,1.4353545,0.49066845,0.27174532,402.39725,0.2689540684223175,1.4214904,0.49238718,0.2556226,424.31506,0.25572723150253296,1.4631187,0.49425843,0.24594745,412.67123,0.2566560208797455,1.4484439,0.48860794,0.24808744,426.7123,0.25038638710975647,1.4564986,0.4929626,0.28414634,361.64383,0.27491408586502075,1.4532082,0.49520096,0.27774334,352.39725,0.285035640001297,1.4597014,0.4968254,ssn_ens0_cv0
23,8370.0,0.72828966,43.512543,0.7280293703079224,0.6664541,0.48142758,0.7291823,38.88889,0.7220163345336914,0.72560644,0.46747717,0.74578416,26.714457,0.7445905208587646,0.7142184,0.47544524,0.74988294,29.617682,0.7484480142593384,0.74714917,0.48068485,0.7524678,22.700119,0.7591721415519714,0.74143326,0.47517824,0.7560533,24.014338,0.755695641040802,0.7597376,0.4805368,0.76587063,16.618877,0.7634920477867126,0.7542887,0.48079237,0.7629238,12.162485,0.7710675001144409,0.7530167,0.47968826,0.7657658,14.838709,0.7676961421966553,0.75756884,0.47880396,0.7587354,15.412186,0.7711688876152039,0.7637614,0.47943202,0.7715691,13.811231,0.7753173112869263,0.75712425,0.47495234,0.77698576,11.182796,0.7841294407844543,0.7568731,0.48047304,0.77791774,8.626045,0.7795232534408569,0.7511479,0.48164982,ssn_ens0_cv0
24,11123.0,0.79158986,4.818844,0.7917628288269043,0.51724476,0.45645782,0.7897281,2.7061045,0.7925184965133667,0.57568574,0.47231713,0.78945905,5.313315,0.7977598309516907,0.55949765,0.46301097,0.78133947,1.9329317,0.7965944409370422,0.58447605,0.46364808,0.7874534,2.1037488,0.7971201539039612,0.5740867,0.46090648,0.78996086,1.2316821,0.8091267347335815,0.5741434,0.46324465,0.7959719,0.5933651,0.8076491355895996,0.58728987,0.4658801,0.7887232,0.5933651,0.806812047958374,0.5761979,0.4642192,0.7891981,1.0069226,0.8043128252029419,0.58989614,0.46893296,0.7921777,0.7641823,0.8091630339622498,0.5864559,0.46458474,0.79179126,1.1237975,0.8124517798423767,0.58415306,0.4659749,0.80167186,0.12586533,0.8127354383468628,0.5748357,0.46416837,0.79566693,0.0899038,0.8118551969528198,0.58675385,0.4646295,ssn_ens0_cv0
25,8187.0,0.73515373,55.86906,0.7338847517967224,0.68795496,0.48892212,0.73670703,57.053864,0.736497700214386,0.77637386,0.49662685,0.75530267,44.741665,0.7549287676811218,0.738863,0.48320132,0.7662371,39.78258,0.7672696113586426,0.7532138,0.4808179,0.7798016,32.69818,0.7823012471199036,0.75027555,0.49720564,0.7867447,33.687553,0.7883817553520203,0.7666532,0.49337527,0.7850407,26.664225,0.7949113845825195,0.7568895,0.49906296,0.7834777,29.766703,0.7894272208213806,0.7734187,0.49546126,0.80449617,18.419447,0.8120488524436951,0.7446296,0.49612847,0.77419686,25.112984,0.7925648093223572,0.7701282,0.49236685,0.7785368,23.757175,0.7914751172065735,0.7712988,0.49631417,0.79733264,28.960546,0.7996619939804077,0.7730156,0.49623808,0.80866796,14.7551,0.8185663223266602,0.75619054,0.49587303,ssn_ens0_cv0
26,5489.0,0.715768,14.210239,0.7237143516540527,0.6325076,0.47209108,0.7302152,4.882492,0.7479134798049927,0.64599854,0.47079933,0.73083687,7.1051197,0.7544254660606384,0.63334143,0.4703528,0.7350715,3.6983058,0.7613318562507629,0.696667,0.4668729,0.7324232,4.0626707,0.7686693668365479,0.66930133,0.46158978,0.72019506,2.7873929,0.77262282371521,0.67790836,0.4733066,0.7236329,2.6598651,0.768547773361206,0.69047105,0.46797436,0.73034674,0.018218255,0.7767106890678406,0.69305015,0.4708171,0.723913,1.1295317,0.7779471278190613,0.6875699,0.46820733,0.7286688,1.2388413,0.7814240455627441,0.688161,0.46526685,0.7288967,1.493897,0.7785199284553528,0.6817143,0.46774328,0.7264774,1.6032064,0.782046914100647,0.6906069,0.468197,0.7255482,0.34614685,0.785253643989563,0.6901761,0.4677309,ssn_ens0_cv0
27,1492.0,0.40782356,38.94102,0.4312133491039276,0.980176,0.3109998,0.42822185,35.656837,0.4527629315853119,1.0498108,0.31492212,0.4263178,25.80429,0.45864662528038025,1.0759404,0.3226202,0.44186047,27.07775,0.4697418510913849,1.1340407,0.3256565,0.4472153,5.0268097,0.4811320900917053,1.1050091,0.31582478,0.4486405,2.010724,0.47581595182418823,1.1012622,0.324473,0.44052863,6.7694373,0.48691514134407043,1.1137584,0.3192199,0.44315833,4.021448,0.48172757029533386,1.1067954,0.31535763,0.43309414,12.801608,0.5012615919113159,1.1372263,0.31662235,0.4422296,1.0723861,0.4988272190093994,1.1218686,0.3209416,0.44674087,3.4182305,0.5007987022399902,1.1092688,0.32090214,0.4478595,6.50134,0.5049543976783752,1.1117224,0.31969845,0.45039767,8.713137,0.5027493834495544,1.1173517,0.32202998,ssn_ens0_cv0
