,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,ssn_prehead32_rank18_sdice0,0.707005500793457,0.04570651799440384,4.3248419761657715,1.1629363298416138,25.08904266357422,6.3312087059021,0.5318558812141418,0.0679498016834259,0.5949244499206543,0.04889357089996338,0.5460420250892639,0.022197069600224495,0.7340895533561707,0.03625132143497467,4.601198673248291,1.3035773038864136,0.5195885300636292,0.015287447720766068
