,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.54649174,7.3484693,46.899563,0.3809524,0.50821465,0.5855198,0.5566038,15.283842,0.54783803,ssn_prehead32_rank15_sdice0.05
1,0.8666462,1.4142135,3.0994852,0.7,0.73976225,0.47903672,0.86475503,0.31722918,0.47735697,ssn_prehead32_rank15_sdice0.05
2,0.6500392,4.571532,17.125645,0.75,0.8076923,0.55066335,0.6367564,1.4343086,0.5606988,ssn_prehead32_rank15_sdice0.05
3,0.62376887,6.2718334,24.741081,0.5416667,0.5761773,0.5195303,0.5973173,10.184119,0.5167508,ssn_prehead32_rank15_sdice0.05
4,0.9047292,1.4142135,1.790902,0.65,0.7172414,0.4261845,0.902776,2.54845,0.43296015,ssn_prehead32_rank15_sdice0.05
5,0.5078534,9.694953,44.715446,0.3469388,0.5008183,0.60006547,0.53839284,10.731708,0.5693248,ssn_prehead32_rank15_sdice0.05
6,0.7017544,3.7416575,22.568094,0.3030303,0.42553192,0.5264058,0.70176786,2.4902723,0.5056115,ssn_prehead32_rank15_sdice0.05
7,0.54376405,11.251541,39.39238,0.37606838,0.5308156,0.6394509,0.59758896,2.7291453,0.56229484,ssn_prehead32_rank15_sdice0.05
8,0.6084125,2.236068,3.4666667,0.775,0.80677634,0.5857526,0.6071518,13.28,0.55421615,ssn_prehead32_rank15_sdice0.05
9,0.44319248,13.038404,46.652267,0.22222222,0.32085562,0.58198893,0.45439047,1.9438446,0.5530605,ssn_prehead32_rank15_sdice0.05
10,0.59516025,2.0,2.2486773,0.64285713,0.70714283,0.6152084,0.5949198,2.1164021,0.5647937,ssn_prehead32_rank15_sdice0.05
11,0.6848542,10.677078,31.927273,0.7083333,0.43485212,0.514298,0.71377844,4.8,0.5064779,ssn_prehead32_rank15_sdice0.05
12,0.7818471,2.236068,15.673614,0.4871795,0.60052675,0.49973184,0.7706724,6.486645,0.5004004,ssn_prehead32_rank15_sdice0.05
13,0.9051611,1.7320508,10.075979,0.5652174,0.69875,0.40536723,0.90481055,0.72757536,0.40739882,ssn_prehead32_rank15_sdice0.05
14,0.85804224,1.4142135,15.285698,0.6086956,0.7450111,0.4680415,0.85622704,2.4823885,0.46486577,ssn_prehead32_rank15_sdice0.05
15,0.8204278,4.472136,7.9910855,0.6923077,0.75330395,0.4687303,0.8160336,2.0057306,0.47172356,ssn_prehead32_rank15_sdice0.05
16,0.7564297,2.236068,2.686567,0.5833333,0.6064982,0.5193345,0.7410714,9.253732,0.5177823,ssn_prehead32_rank15_sdice0.05
17,0.77403533,3.6055512,6.455696,0.59615386,0.7275775,0.49795645,0.7609097,5.949367,0.5090462,ssn_prehead32_rank15_sdice0.05
18,0.74994916,2.4494898,31.310755,0.8292683,0.6238532,0.5253574,0.7889664,1.348385,0.5060335,ssn_prehead32_rank15_sdice0.05
19,0.750651,2.828427,8.576831,0.61627907,0.725696,0.52317137,0.7475854,0.72189754,0.5243805,ssn_prehead32_rank15_sdice0.05
20,0.7288253,5.0990195,27.439268,0.29245284,0.4422901,0.5868879,0.76232606,6.544537,0.5295182,ssn_prehead32_rank15_sdice0.05
21,0.7200652,3.0,26.367548,0.46666667,0.50564337,0.5627968,0.7276927,1.3521819,0.5501518,ssn_prehead32_rank15_sdice0.05
22,0.8131663,1.4142135,2.9439583,0.76785713,0.76690614,0.49954063,0.8181151,1.2177819,0.48812285,ssn_prehead32_rank15_sdice0.05
23,0.6155211,4.358899,66.233765,0.6785714,0.6368715,0.56194925,0.67247385,3.305785,0.54489017,ssn_prehead32_rank15_sdice0.05
24,0.81562,2.236068,12.576489,0.421875,0.52560306,0.54661334,0.8250213,1.7552335,0.5236976,ssn_prehead32_rank15_sdice0.05
25,0.60350275,11.445523,30.963358,0.225,0.3532423,0.63616276,0.6271326,6.2363505,0.6011364,ssn_prehead32_rank15_sdice0.05
26,0.7854587,4.582576,3.3631182,0.22727273,0.35881436,0.5267035,0.7825667,8.442975,0.5285388,ssn_prehead32_rank15_sdice0.05
27,0.84583545,1.4142135,2.5272114,0.7173913,0.76536936,0.49100995,0.8399205,4.1327825,0.49488258,ssn_prehead32_rank15_sdice0.05
28,0.839464,1.4142135,12.127303,0.5121951,0.64421475,0.4905512,0.84354043,0.5407992,0.48748887,ssn_prehead32_rank15_sdice0.05
29,0.79687834,4.1231055,9.324232,0.23170732,0.35933807,0.5411619,0.8001118,1.679181,0.53346175,ssn_prehead32_rank15_sdice0.05
30,0.7446745,5.7445626,22.493153,0.3243243,0.48730963,0.56287086,0.76252824,0.40639633,0.5435058,ssn_prehead32_rank15_sdice0.05
31,0.4045677,10.793491,51.069,0.25,0.37398374,0.69938594,0.4871001,11.661807,0.6123823,ssn_prehead32_rank15_sdice0.05
32,0.72377986,36.537395,4.893617,0.8181818,0.55598456,0.51459205,0.7234513,1.9148936,0.47566465,ssn_prehead32_rank15_sdice0.05
33,0.7527875,4.1231055,22.027752,0.6818182,0.4651163,0.5443372,0.78267205,3.642384,0.51623285,ssn_prehead32_rank15_sdice0.05
34,0.6013117,6.4031243,7.670251,0.32258064,0.46875,0.6146749,0.6023468,0.43010753,0.57645714,ssn_prehead32_rank15_sdice0.05
