,dice,hd95,avd,recall,f1,rmse,best_dice,best_avd,best_rmse,model_name
0,0.5188431,7.3484693,50.524017,0.3968254,0.5011792,0.5892511,0.5701003,3.275109,0.54174984,ssn_prehead32_rank15_sdice1
1,0.85384196,1.7320508,10.494566,0.66,0.70615864,0.48040265,0.86042356,2.0801914,0.4736675,ssn_prehead32_rank15_sdice1
2,0.6435399,4.1231055,13.941481,0.76785713,0.8037383,0.5678609,0.63672,1.0327022,0.56212544,ssn_prehead32_rank15_sdice1
3,0.60234123,7.071068,37.80207,0.41666666,0.5102041,0.5460878,0.615781,9.49367,0.52542585,ssn_prehead32_rank15_sdice1
4,0.8921557,1.4142135,10.885155,0.6,0.6666667,0.4395372,0.9030109,0.91567683,0.4319615,ssn_prehead32_rank15_sdice1
5,0.4305307,7.905506,63.658535,0.3469388,0.4851598,0.66126734,0.5289396,7.560976,0.55913144,ssn_prehead32_rank15_sdice1
6,0.64491725,4.358899,35.40856,0.3030303,0.43165466,0.57897866,0.677544,4.2801557,0.51903707,ssn_prehead32_rank15_sdice1
7,0.53333336,10.954452,48.60968,0.34188035,0.49850988,0.64492196,0.6015544,1.2358394,0.5770334,ssn_prehead32_rank15_sdice1
8,0.6115892,4.358899,14.08,0.675,0.7383468,0.5914559,0.61731696,0.42666668,0.5743162,ssn_prehead32_rank15_sdice1
9,0.43354586,17.720045,53.203743,0.2777778,0.40816328,0.59025776,0.4709619,5.759539,0.5685472,ssn_prehead32_rank15_sdice1
10,0.5567715,2.828427,6.6137567,0.71428573,0.6896552,0.60556,0.5645273,2.777778,0.57448816,ssn_prehead32_rank15_sdice1
11,0.69587964,10.049875,22.4,0.6666667,0.4,0.5206822,0.7386364,2.618182,0.50506413,ssn_prehead32_rank15_sdice1
12,0.7782101,2.4494898,18.960962,0.46153846,0.5562914,0.493078,0.7719298,2.025242,0.4893639,ssn_prehead32_rank15_sdice1
13,0.87586874,1.4142135,19.596209,0.49275362,0.6473724,0.4520796,0.9069171,1.0846511,0.40634188,ssn_prehead32_rank15_sdice1
14,0.8595868,1.4142135,14.36878,0.6956522,0.7405603,0.46534595,0.8587304,1.9903835,0.4662919,ssn_prehead32_rank15_sdice1
15,0.81271714,4.1231055,16.74626,0.7307692,0.74443454,0.4752374,0.8125419,4.902897,0.47250584,ssn_prehead32_rank15_sdice1
16,0.7617232,1.4142135,4.2537313,0.6666667,0.65822786,0.53390443,0.7638944,2.6119404,0.5171515,ssn_prehead32_rank15_sdice1
17,0.7604133,2.236068,3.987342,0.6730769,0.7331006,0.5175264,0.7531223,5.664557,0.51929015,ssn_prehead32_rank15_sdice1
18,0.77656734,2.0,17.32518,0.85365856,0.659305,0.51050717,0.8035472,3.747256,0.48976934,ssn_prehead32_rank15_sdice1
19,0.7562287,2.4494898,8.215881,0.6627907,0.7288454,0.5263873,0.7484481,1.9938122,0.53559524,ssn_prehead32_rank15_sdice1
20,0.71240693,4.5273557,32.443913,0.28301886,0.42909312,0.6025487,0.7715093,6.584362,0.54629046,ssn_prehead32_rank15_sdice1
21,0.72077185,2.4494898,16.59496,0.4888889,0.5331433,0.5729991,0.7213321,4.3638597,0.56662434,ssn_prehead32_rank15_sdice1
22,0.82385945,1.4142135,6.1480255,0.8035714,0.80801105,0.49359137,0.81684333,0.7566801,0.49890196,ssn_prehead32_rank15_sdice1
23,0.596,7.615773,95.159386,0.85714287,0.6185567,0.5820872,0.65186584,20.897284,0.5639455,ssn_prehead32_rank15_sdice1
24,0.81487626,2.828427,3.9371982,0.484375,0.6064558,0.55010474,0.81477886,1.0386473,0.5405876,ssn_prehead32_rank15_sdice1
25,0.6491004,5.0990195,28.706625,0.225,0.3576159,0.6114946,0.6626506,1.4802232,0.60111046,ssn_prehead32_rank15_sdice1
26,0.79506594,4.2426405,9.491311,0.21428572,0.33865032,0.52268016,0.798796,3.0183635,0.519647,ssn_prehead32_rank15_sdice1
27,0.83945996,1.4142135,14.967263,0.67391306,0.7641742,0.49331564,0.85296845,2.3729098,0.48391417,ssn_prehead32_rank15_sdice1
28,0.82812375,1.4142135,18.257956,0.4878049,0.6245757,0.5071012,0.8434973,1.2156018,0.50004846,ssn_prehead32_rank15_sdice1
29,0.78400546,5.0990195,19.392492,0.2195122,0.3427266,0.52847785,0.789481,2.7303753,0.5314918,ssn_prehead32_rank15_sdice1
30,0.7371466,5.3851647,25.929852,0.3063063,0.45822102,0.57292545,0.76518416,1.1573461,0.5599594,ssn_prehead32_rank15_sdice1
31,0.3796674,10.913199,45.140915,0.25,0.3816794,0.7551633,0.44593945,2.2351797,0.6654263,ssn_prehead32_rank15_sdice1
32,0.7133621,36.889668,2.5531914,0.8181818,0.6,0.5414766,0.7251783,4.1489363,0.5148122,ssn_prehead32_rank15_sdice1
33,0.7351646,5.656854,25.591295,0.90909094,0.4537522,0.57693,0.7469451,3.8789027,0.56587994,ssn_prehead32_rank15_sdice1
34,0.6135317,6.6332498,2.3655913,0.30645162,0.43829295,0.63646424,0.60930234,3.6559138,0.6007614,ssn_prehead32_rank15_sdice1
